id,gid,x,y,dir_x,dir_y,radius,time
0,0,5.58,-2.46,-0.998969,0.0454076,0.1,0
0,0,5.5312,-2.46,-0.99901,0.0435913,0.1,0.04
0,0,5.4824,-2.46,-0.999051,0.041775,0.1,0.08
0,0,5.4336,-2.46,-0.999092,0.0399587,0.1,0.12
0,0,5.3848,-2.46,-0.999134,0.0381424,0.1,0.16
0,0,5.336,-2.46,-0.999175,0.0363261,0.1,0.2
0,0,5.2872,-2.46,-0.999216,0.0345098,0.1,0.24
0,0,5.2384,-2.46,-0.999257,0.0326935,0.1,0.28
0,0,5.1896,-2.46,-0.999299,0.0308772,0.1,0.32
0,0,5.1408,-2.46,-0.99934,0.0290609,0.1,0.36
0,0,5.092,-2.46,-0.999381,0.0272445,0.1,0.4
0,0,5.0432,-2.46,-0.999422,0.0254282,0.1,0.44
0,0,4.9944,-2.46,-0.999464,0.0236119,0.1,0.48
0,0,4.9456,-2.46,-0.999505,0.0217956,0.1,0.52
0,0,4.8968,-2.46,-0.999546,0.0199793,0.1,0.56
0,0,4.848,-2.46,-0.999587,0.018163,0.1,0.6
0,0,4.7992,-2.46,-0.999629,0.0163467,0.1,0.64
0,0,4.7504,-2.46,-0.99967,0.0145304,0.1,0.68
0,0,4.7016,-2.46,-0.999711,0.0127141,0.1,0.72
0,0,4.6528,-2.46,-0.999752,0.0108978,0.1,0.76
0,0,4.604,-2.46,-0.999794,0.00908149,0.1,0.8
0,0,4.5552,-2.46,-0.999835,0.00726518,0.1,0.84
0,0,4.5064,-2.46,-0.999876,0.00544887,0.1,0.88
0,0,4.4576,-2.46,-0.999918,0.00363257,0.1,0.92
0,0,4.4088,-2.46,-0.999959,0.00181626,0.1,0.96
0,0,4.36,-2.46,-1,-4.47E-08,0.1,1
0,0,4.31333,-2.45667,-0.99984,0.0032629,0.1,1.04
0,0,4.26667,-2.45333,-0.99968,0.00652585,0.1,1.08
0,0,4.22,-2.45,-0.99952,0.00978879,0.1,1.12
0,0,4.17333,-2.44667,-0.99936,0.0130517,0.1,1.16
0,0,4.12667,-2.44333,-0.9992,0.0163147,0.1,1.2
0,0,4.08,-2.44,-0.999039,0.0195776,0.1,1.24
0,0,4.03333,-2.43667,-0.998879,0.0228406,0.1,1.28
0,0,3.98667,-2.43333,-0.998719,0.0261035,0.1,1.32
0,0,3.94,-2.43,-0.998559,0.0293665,0.1,1.36
0,0,3.89333,-2.42667,-0.998399,0.0326294,0.1,1.4
0,0,3.84667,-2.42333,-0.998239,0.0358923,0.1,1.44
0,0,3.8,-2.42,-0.998079,0.0391553,0.1,1.48
0,0,3.75333,-2.41667,-0.997919,0.0424182,0.1,1.52
0,0,3.70667,-2.41333,-0.997759,0.0456812,0.1,1.56
0,0,3.66,-2.41,-0.997599,0.0489441,0.1,1.6
0,0,3.61333,-2.40667,-0.997439,0.0522071,0.1,1.64
0,0,3.56667,-2.40333,-0.997279,0.05547,0.1,1.68
0,0,3.52,-2.4,-0.997118,0.058733,0.1,1.72
0,0,3.47333,-2.39667,-0.996958,0.0619959,0.1,1.76
0,0,3.42667,-2.39333,-0.996798,0.0652589,0.1,1.8
0,0,3.38,-2.39,-0.996638,0.0685218,0.1,1.84
0,0,3.33333,-2.38667,-0.996478,0.0717847,0.1,1.88
0,0,3.28667,-2.38333,-0.996318,0.0750477,0.1,1.92
0,0,3.24,-2.38,-0.996158,0.0783106,0.1,1.96
0,0,3.19333,-2.37667,-0.995998,0.0815736,0.1,2
0,0,3.14667,-2.37333,-0.995838,0.0848365,0.1,2.04
0,0,3.1,-2.37,-0.995678,0.0880995,0.1,2.08
0,0,3.05333,-2.36667,-0.995518,0.0913624,0.1,2.12
0,0,3.00667,-2.36333,-0.995358,0.0946254,0.1,2.16
0,0,2.96,-2.36,-0.995197,0.0978883,0.1,2.2
0,0,2.91742,-2.37097,-0.99403,0.0855904,0.1,2.24
0,0,2.87484,-2.38194,-0.992863,0.0732925,0.1,2.28
0,0,2.83226,-2.3929,-0.991696,0.0609946,0.1,2.32
0,0,2.78968,-2.40387,-0.990529,0.0486968,0.1,2.36
0,0,2.7471,-2.41484,-0.989362,0.0363989,0.1,2.4
0,0,2.70452,-2.42581,-0.988195,0.024101,0.1,2.44
0,0,2.66194,-2.43677,-0.987028,0.0118031,0.1,2.48
0,0,2.61935,-2.44774,-0.985861,-0.000494771,0.1,2.52
0,0,2.57677,-2.45871,-0.984694,-0.0127927,0.1,2.56
0,0,2.53419,-2.46968,-0.983527,-0.0250905,0.1,2.6
0,0,2.49161,-2.48065,-0.982359,-0.0373884,0.1,2.64
0,0,2.44903,-2.49161,-0.981192,-0.0496863,0.1,2.68
0,0,2.40645,-2.50258,-0.980025,-0.0619842,0.1,2.72
0,0,2.36387,-2.51355,-0.978858,-0.0742821,0.1,2.76
0,0,2.32129,-2.52452,-0.977691,-0.08658,0.1,2.8
0,0,2.27871,-2.53548,-0.976524,-0.0988778,0.1,2.84
0,0,2.23613,-2.54645,-0.975357,-0.111176,0.1,2.88
0,0,2.19355,-2.55742,-0.97419,-0.123474,0.1,2.92
0,0,2.15097,-2.56839,-0.973023,-0.135772,0.1,2.96
0,0,2.10839,-2.57935,-0.971856,-0.148069,0.1,3
0,0,2.06581,-2.59032,-0.970689,-0.160367,0.1,3.04
0,0,2.02323,-2.60129,-0.969521,-0.172665,0.1,3.08
0,0,1.98065,-2.61226,-0.968354,-0.184963,0.1,3.12
0,0,1.93806,-2.62323,-0.967187,-0.197261,0.1,3.16
0,0,1.89548,-2.63419,-0.96602,-0.209559,0.1,3.2
0,0,1.8529,-2.64516,-0.964853,-0.221857,0.1,3.24
0,0,1.81032,-2.65613,-0.963686,-0.234155,0.1,3.28
0,0,1.76774,-2.6671,-0.962519,-0.246452,0.1,3.32
0,0,1.72516,-2.67806,-0.961352,-0.25875,0.1,3.36
0,0,1.68258,-2.68903,-0.960185,-0.271048,0.1,3.4
0,0,1.64,-2.7,-0.959018,-0.283346,0.1,3.44
0,0,1.59037,-2.71185,-0.960528,-0.273592,0.1,3.48
0,0,1.54074,-2.7237,-0.962039,-0.263839,0.1,3.52
0,0,1.49111,-2.73556,-0.963549,-0.254085,0.1,3.56
0,0,1.44148,-2.74741,-0.96506,-0.244331,0.1,3.6
0,0,1.39185,-2.75926,-0.96657,-0.234578,0.1,3.64
