0	0	5.58	0	-2.46
0	0	5.58	0.983	-2.46
0	0	5.58	0.983	-2.46
0	0	5.58	0.877	-2.38
0	0	5.57	0.474	-2.33
0	0	5.68	0.0683	-2.34
0	0	5.57	0.0226	-2.3
0	0	5.58	0.983	-2.46
0	0	5.57	0.884	-2.55
0	0	5.54	0.477	-2.56
0	0	5.65	0.069	-2.54
0	0	5.52	0.0286	-2.57
0	0	5.58	0.983	-2.46
0	0	5.57	1.1	-2.47
0	0	5.51	1.2	-2.47
0	0	5.51	1.2	-2.47
0	0	5.53	1.29	-2.47
0	0	5.54	1.39	-2.47
0	0	5.51	1.2	-2.47
0	0	5.63	1.25	-2.33
0	0	5.64	0.982	-2.25
0	0	5.56	0.812	-2.24
0	0	5.56	0.812	-2.24
0	0	5.54	0.776	-2.23
0	0	5.56	0.812	-2.24
0	0	5.51	1.2	-2.47
0	0	5.64	1.26	-2.6
0	0	5.64	0.973	-2.68
0	0	5.57	0.792	-2.68
0	0	5.57	0.792	-2.68
0	0	5.56	0.76	-2.69
0	0	5.57	0.792	-2.68
0	1	5.48	0	-2.04
0	1	5.48	0.983	-2.04
0	1	5.48	0.983	-2.04
0	1	5.48	0.877	-1.96
0	1	5.47	0.474	-1.91
0	1	5.58	0.0683	-1.92
0	1	5.47	0.0226	-1.88
0	1	5.48	0.983	-2.04
0	1	5.48	0.884	-2.13
0	1	5.44	0.477	-2.14
0	1	5.55	0.069	-2.11
0	1	5.43	0.0286	-2.15
0	1	5.48	0.983	-2.04
0	1	5.47	1.1	-2.05
0	1	5.41	1.2	-2.06
0	1	5.41	1.2	-2.06
0	1	5.43	1.29	-2.05
0	1	5.44	1.39	-2.05
0	1	5.41	1.2	-2.06
0	1	5.53	1.25	-1.91
0	1	5.53	0.982	-1.83
0	1	5.45	0.812	-1.82
0	1	5.45	0.812	-1.82
0	1	5.44	0.776	-1.81
0	1	5.45	0.812	-1.82
0	1	5.41	1.2	-2.06
0	1	5.54	1.26	-2.18
0	1	5.54	0.973	-2.25
0	1	5.47	0.792	-2.26
0	1	5.47	0.792	-2.26
0	1	5.46	0.76	-2.27
0	1	5.47	0.792	-2.26
0	2	4.12	0	-2.04
0	2	4.12	0.983	-2.04
0	2	4.12	0.983	-2.04
0	2	4.13	0.877	-1.96
0	2	4.13	0.474	-1.91
0	2	4.24	0.0683	-1.94
0	2	4.13	0.0226	-1.88
0	2	4.12	0.983	-2.04
0	2	4.1	0.884	-2.13
0	2	4.06	0.477	-2.14
0	2	4.17	0.069	-2.12
0	2	4.05	0.0286	-2.14
0	2	4.12	0.983	-2.04
0	2	4.11	1.1	-2.05
0	2	4.05	1.2	-2.04
0	2	4.05	1.2	-2.04
0	2	4.07	1.29	-2.05
0	2	4.08	1.39	-2.04
0	2	4.05	1.2	-2.04
0	2	4.19	1.25	-1.92
0	2	4.21	0.982	-1.84
0	2	4.13	0.812	-1.82
0	2	4.13	0.812	-1.82
0	2	4.12	0.776	-1.81
0	2	4.13	0.812	-1.82
0	2	4.05	1.2	-2.04
0	2	4.15	1.26	-2.19
0	2	4.14	0.973	-2.26
0	2	4.07	0.792	-2.26
0	2	4.07	0.792	-2.26
0	2	4.06	0.76	-2.26
0	2	4.07	0.792	-2.26
0.04	0	5.53	0	-2.47
0.04	0	5.54	0.979	-2.47
0.04	0	5.54	0.979	-2.47
0.04	0	5.53	0.869	-2.39
0.04	0	5.42	0.492	-2.34
0.04	0	5.6	0.116	-2.37
0.04	0	5.51	0.0388	-2.32
0.04	0	5.54	0.979	-2.47
0.04	0	5.53	0.88	-2.56
0.04	0	5.53	0.464	-2.57
0.04	0	5.68	0.0706	-2.52
0.04	0	5.55	0.0275	-2.56
0.04	0	5.54	0.979	-2.47
0.04	0	5.51	1.09	-2.48
0.04	0	5.45	1.18	-2.49
0.04	0	5.45	1.18	-2.49
0.04	0	5.46	1.28	-2.49
0.04	0	5.47	1.38	-2.49
0.04	0	5.45	1.18	-2.49
0.04	0	5.57	1.26	-2.35
0.04	0	5.59	0.986	-2.26
0.04	0	5.5	0.81	-2.26
0.04	0	5.5	0.81	-2.26
0.04	0	5.49	0.773	-2.25
0.04	0	5.5	0.81	-2.26
0.04	0	5.45	1.18	-2.49
0.04	0	5.58	1.26	-2.62
0.04	0	5.6	0.976	-2.69
0.04	0	5.53	0.787	-2.71
0.04	0	5.53	0.787	-2.71
0.04	0	5.53	0.752	-2.71
0.04	0	5.53	0.787	-2.71
0.04	1	5.43	0	-2.05
0.04	1	5.44	0.979	-2.05
0.04	1	5.44	0.979	-2.05
0.04	1	5.43	0.869	-1.97
0.04	1	5.32	0.492	-1.92
0.04	1	5.5	0.116	-1.95
0.04	1	5.41	0.0388	-1.91
0.04	1	5.44	0.979	-2.05
0.04	1	5.44	0.88	-2.14
0.04	1	5.43	0.464	-2.15
0.04	1	5.58	0.0706	-2.1
0.04	1	5.46	0.0275	-2.14
0.04	1	5.44	0.979	-2.05
0.04	1	5.41	1.09	-2.06
0.04	1	5.35	1.18	-2.07
0.04	1	5.35	1.18	-2.07
0.04	1	5.36	1.28	-2.07
0.04	1	5.37	1.38	-2.07
0.04	1	5.35	1.18	-2.07
0.04	1	5.47	1.26	-1.93
0.04	1	5.49	0.986	-1.84
0.04	1	5.4	0.81	-1.84
0.04	1	5.4	0.81	-1.84
0.04	1	5.39	0.773	-1.83
0.04	1	5.4	0.81	-1.84
0.04	1	5.35	1.18	-2.07
0.04	1	5.48	1.26	-2.2
0.04	1	5.5	0.976	-2.27
0.04	1	5.44	0.787	-2.29
0.04	1	5.44	0.787	-2.29
0.04	1	5.43	0.752	-2.3
0.04	1	5.44	0.787	-2.29
0.04	2	4.08	0	-2.04
0.04	2	4.09	0.978	-2.04
0.04	2	4.09	0.978	-2.04
0.04	2	4.09	0.869	-1.96
0.04	2	4.02	0.483	-1.9
0.04	2	4.19	0.109	-1.95
0.04	2	4.11	0.0352	-1.9
0.04	2	4.09	0.978	-2.04
0.04	2	4.07	0.88	-2.13
0.04	2	4.05	0.468	-2.14
0.04	2	4.2	0.074	-2.12
0.04	2	4.07	0.0306	-2.14
0.04	2	4.09	0.978	-2.04
0.04	2	4.06	1.09	-2.05
0.04	2	4	1.18	-2.05
0.04	2	4	1.18	-2.05
0.04	2	4.02	1.28	-2.05
0.04	2	4.02	1.38	-2.05
0.04	2	4	1.18	-2.05
0.04	2	4.14	1.25	-1.93
0.04	2	4.17	0.982	-1.84
0.04	2	4.09	0.807	-1.83
0.04	2	4.09	0.807	-1.83
0.04	2	4.07	0.77	-1.82
0.04	2	4.09	0.807	-1.83
0.04	2	4	1.18	-2.05
0.04	2	4.11	1.26	-2.19
0.04	2	4.12	0.975	-2.27
0.04	2	4.05	0.789	-2.27
0.04	2	4.05	0.789	-2.27
0.04	2	4.04	0.755	-2.28
0.04	2	4.05	0.789	-2.27
0.08	0	5.48	0	-2.48
0.08	0	5.49	0.973	-2.48
0.08	0	5.49	0.973	-2.48
0.08	0	5.48	0.867	-2.39
0.08	0	5.31	0.519	-2.35
0.08	0	5.4	0.107	-2.39
0.08	0	5.29	0.0514	-2.35
0.08	0	5.49	0.973	-2.48
0.08	0	5.49	0.872	-2.56
0.08	0	5.52	0.451	-2.56
0.08	0	5.69	0.0682	-2.5
0.08	0	5.57	0.0205	-2.55
0.08	0	5.49	0.973	-2.48
0.08	0	5.46	1.09	-2.48
0.08	0	5.39	1.18	-2.49
0.08	0	5.39	1.18	-2.49
0.08	0	5.41	1.28	-2.49
0.08	0	5.41	1.38	-2.49
0.08	0	5.39	1.18	-2.49
0.08	0	5.53	1.26	-2.36
0.08	0	5.56	0.992	-2.27
0.08	0	5.47	0.812	-2.26
0.08	0	5.47	0.812	-2.26
0.08	0	5.46	0.776	-2.25
0.08	0	5.47	0.812	-2.26
0.08	0	5.39	1.18	-2.49
0.08	0	5.51	1.25	-2.62
0.08	0	5.53	0.969	-2.71
0.08	0	5.46	0.784	-2.72
0.08	0	5.46	0.784	-2.72
0.08	0	5.45	0.749	-2.73
0.08	0	5.46	0.784	-2.72
0.08	1	5.38	0	-2.06
0.08	1	5.39	0.973	-2.06
0.08	1	5.39	0.973	-2.06
0.08	1	5.38	0.867	-1.97
0.08	1	5.21	0.519	-1.94
0.08	1	5.3	0.107	-1.97
0.08	1	5.19	0.0514	-1.93
0.08	1	5.39	0.973	-2.06
0.08	1	5.39	0.872	-2.14
0.08	1	5.42	0.451	-2.14
0.08	1	5.59	0.0682	-2.08
0.08	1	5.47	0.0205	-2.13
0.08	1	5.39	0.973	-2.06
0.08	1	5.36	1.09	-2.07
0.08	1	5.29	1.18	-2.07
0.08	1	5.29	1.18	-2.07
0.08	1	5.31	1.28	-2.07
0.08	1	5.31	1.38	-2.07
0.08	1	5.29	1.18	-2.07
0.08	1	5.43	1.26	-1.94
0.08	1	5.45	0.992	-1.85
0.08	1	5.37	0.812	-1.84
0.08	1	5.37	0.812	-1.84
0.08	1	5.36	0.776	-1.83
0.08	1	5.37	0.812	-1.84
0.08	1	5.29	1.18	-2.07
0.08	1	5.42	1.25	-2.2
0.08	1	5.43	0.969	-2.29
0.08	1	5.36	0.784	-2.3
0.08	1	5.36	0.784	-2.3
0.08	1	5.35	0.749	-2.31
0.08	1	5.36	0.784	-2.3
0.08	2	4.04	0	-2.04
0.08	2	4.05	0.976	-2.04
0.08	2	4.05	0.976	-2.04
0.08	2	4.05	0.869	-1.96
0.08	2	3.9	0.511	-1.89
0.08	2	4.03	0.113	-1.94
0.08	2	3.94	0.0448	-1.89
0.08	2	4.05	0.976	-2.04
0.08	2	4.03	0.876	-2.13
0.08	2	4.05	0.456	-2.14
0.08	2	4.22	0.0677	-2.1
0.08	2	4.09	0.0224	-2.13
0.08	2	4.05	0.976	-2.04
0.08	2	4.02	1.09	-2.05
0.08	2	3.95	1.18	-2.04
0.08	2	3.95	1.18	-2.04
0.08	2	3.97	1.28	-2.05
0.08	2	3.97	1.38	-2.05
0.08	2	3.95	1.18	-2.04
0.08	2	4.1	1.26	-1.93
0.08	2	4.14	0.992	-1.84
0.08	2	4.06	0.814	-1.82
0.08	2	4.06	0.814	-1.82
0.08	2	4.04	0.778	-1.81
0.08	2	4.06	0.814	-1.82
0.08	2	3.95	1.18	-2.04
0.08	2	4.05	1.26	-2.19
0.08	2	4.05	0.972	-2.28
0.08	2	3.99	0.785	-2.28
0.08	2	3.99	0.785	-2.28
0.08	2	3.98	0.751	-2.28
0.08	2	3.99	0.785	-2.28
0.12	0	5.43	0	-2.48
0.12	0	5.44	0.965	-2.48
0.12	0	5.44	0.965	-2.48
0.12	0	5.44	0.86	-2.39
0.12	0	5.23	0.53	-2.36
0.12	0	5.24	0.103	-2.4
0.12	0	5.11	0.0761	-2.37
0.12	0	5.44	0.965	-2.48
0.12	0	5.44	0.862	-2.56
0.12	0	5.49	0.442	-2.56
0.12	0	5.69	0.0762	-2.51
0.12	0	5.58	0.0217	-2.55
0.12	0	5.44	0.965	-2.48
0.12	0	5.41	1.08	-2.49
0.12	0	5.33	1.16	-2.48
0.12	0	5.33	1.16	-2.48
0.12	0	5.34	1.26	-2.48
0.12	0	5.34	1.36	-2.48
0.12	0	5.33	1.16	-2.48
0.12	0	5.47	1.25	-2.36
0.12	0	5.51	0.978	-2.27
0.12	0	5.44	0.793	-2.26
0.12	0	5.44	0.793	-2.26
0.12	0	5.43	0.755	-2.25
0.12	0	5.44	0.793	-2.26
0.12	0	5.33	1.16	-2.48
0.12	0	5.45	1.24	-2.62
0.12	0	5.46	0.963	-2.71
0.12	0	5.39	0.777	-2.72
0.12	0	5.39	0.777	-2.72
0.12	0	5.38	0.741	-2.73
0.12	0	5.39	0.777	-2.72
0.12	1	5.33	0	-2.06
0.12	1	5.34	0.965	-2.06
0.12	1	5.34	0.965	-2.06
0.12	1	5.34	0.86	-1.98
0.12	1	5.13	0.53	-1.95
0.12	1	5.14	0.103	-1.98
0.12	1	5.01	0.0761	-1.95
0.12	1	5.34	0.965	-2.06
0.12	1	5.34	0.862	-2.14
0.12	1	5.39	0.442	-2.15
0.12	1	5.6	0.0762	-2.08
0.12	1	5.48	0.0217	-2.13
0.12	1	5.34	0.965	-2.06
0.12	1	5.31	1.08	-2.07
0.12	1	5.23	1.16	-2.07
0.12	1	5.23	1.16	-2.07
0.12	1	5.25	1.26	-2.07
0.12	1	5.24	1.36	-2.07
0.12	1	5.23	1.16	-2.07
0.12	1	5.37	1.25	-1.94
0.12	1	5.41	0.978	-1.85
0.12	1	5.33	0.793	-1.84
0.12	1	5.33	0.793	-1.84
0.12	1	5.33	0.755	-1.83
0.12	1	5.33	0.793	-1.84
0.12	1	5.23	1.16	-2.07
0.12	1	5.35	1.24	-2.2
0.12	1	5.36	0.963	-2.29
0.12	1	5.29	0.777	-2.31
0.12	1	5.29	0.777	-2.31
0.12	1	5.28	0.741	-2.31
0.12	1	5.29	0.777	-2.31
0.12	2	4	0	-2.04
0.12	2	4.01	0.97	-2.04
0.12	2	4.01	0.97	-2.04
0.12	2	4.02	0.864	-1.95
0.12	2	3.83	0.526	-1.89
0.12	2	3.88	0.104	-1.93
0.12	2	3.77	0.0605	-1.88
0.12	2	4.01	0.97	-2.04
0.12	2	4	0.868	-2.12
0.12	2	4.04	0.447	-2.13
0.12	2	4.23	0.0701	-2.1
0.12	2	4.1	0.0198	-2.12
0.12	2	4.01	0.97	-2.04
0.12	2	3.98	1.08	-2.04
0.12	2	3.91	1.17	-2.03
0.12	2	3.91	1.17	-2.03
0.12	2	3.92	1.27	-2.04
0.12	2	3.92	1.37	-2.04
0.12	2	3.91	1.17	-2.03
0.12	2	4.06	1.25	-1.93
0.12	2	4.11	0.988	-1.84
0.12	2	4.03	0.807	-1.82
0.12	2	4.03	0.807	-1.82
0.12	2	4.02	0.77	-1.81
0.12	2	4.03	0.807	-1.82
0.12	2	3.91	1.17	-2.03
0.12	2	4	1.25	-2.19
0.12	2	4	0.966	-2.28
0.12	2	3.93	0.781	-2.27
0.12	2	3.93	0.781	-2.27
0.12	2	3.92	0.747	-2.28
0.12	2	3.93	0.781	-2.27
0.16	0	5.38	0	-2.48
0.16	0	5.4	0.958	-2.48
0.16	0	5.4	0.958	-2.48
0.16	0	5.39	0.852	-2.39
0.16	0	5.18	0.524	-2.36
0.16	0	5.16	0.1	-2.39
0.16	0	5.03	0.0827	-2.36
0.16	0	5.4	0.958	-2.48
0.16	0	5.39	0.855	-2.56
0.16	0	5.45	0.435	-2.57
0.16	0	5.68	0.0862	-2.51
0.16	0	5.57	0.0261	-2.56
0.16	0	5.4	0.958	-2.48
0.16	0	5.36	1.07	-2.48
0.16	0	5.28	1.15	-2.48
0.16	0	5.28	1.15	-2.48
0.16	0	5.29	1.25	-2.47
0.16	0	5.29	1.35	-2.47
0.16	0	5.28	1.15	-2.48
0.16	0	5.42	1.23	-2.35
0.16	0	5.46	0.961	-2.27
0.16	0	5.41	0.771	-2.25
0.16	0	5.41	0.771	-2.25
0.16	0	5.4	0.733	-2.24
0.16	0	5.41	0.771	-2.25
0.16	0	5.28	1.15	-2.48
0.16	0	5.39	1.24	-2.61
0.16	0	5.4	0.957	-2.71
0.16	0	5.32	0.774	-2.71
0.16	0	5.32	0.774	-2.71
0.16	0	5.31	0.738	-2.72
0.16	0	5.32	0.774	-2.71
0.16	1	5.28	0	-2.06
0.16	1	5.3	0.958	-2.06
0.16	1	5.3	0.958	-2.06
0.16	1	5.29	0.852	-1.98
0.16	1	5.08	0.524	-1.95
0.16	1	5.06	0.1	-1.98
0.16	1	4.93	0.0827	-1.95
0.16	1	5.3	0.958	-2.06
0.16	1	5.29	0.855	-2.14
0.16	1	5.35	0.435	-2.15
0.16	1	5.59	0.0862	-2.09
0.16	1	5.47	0.0261	-2.14
0.16	1	5.3	0.958	-2.06
0.16	1	5.26	1.07	-2.06
0.16	1	5.18	1.15	-2.06
0.16	1	5.18	1.15	-2.06
0.16	1	5.19	1.25	-2.06
0.16	1	5.19	1.35	-2.06
0.16	1	5.18	1.15	-2.06
0.16	1	5.32	1.23	-1.93
0.16	1	5.36	0.961	-1.85
0.16	1	5.3	0.771	-1.84
0.16	1	5.3	0.771	-1.84
0.16	1	5.3	0.733	-1.83
0.16	1	5.3	0.771	-1.84
0.16	1	5.18	1.15	-2.06
0.16	1	5.3	1.24	-2.19
